010 t7 t1 t1 t2 t5 .	010 001 001 001 100 000	0 1 2 3 4 5 6
110 t2 t2 t7 t1 t1 .	110 010 011 010 110 100	0 1 2 3 4 5 6
011 t7 t4 t3 t1 t6 .	011 010 111 111 111 110	0 1 2 3 4 5 6
110 t4 t5 t4 t4 t8 .	110 000 100 001 100 101	0 1 2 3 4 5 6
100 t6 t6 t4 t6 t7 .	100 010 111 101 011 010	0 1 2 3 4 5 6
101 t1 t2 t7 t3 t6 .	101 000 001 100 101 011	0 1 2 3 4 5 6
111 t6 t2 t7 t3 t1 .	111 110 010 001 100 101	0 1 2 3 4 5 6
010 t5 t7 t6 t3 t2 .	010 110 110 100 101 000	0 1 2 3 4 5 6
111 t5 t3 t2 t8 t5 .	111 111 111 111 100 000	0 1 2 3 4 5 6
101 t6 t3 t1 t8 t1 .	101 011 110 100 101 000	0 1 2 3 4 5 6
000 t7 t6 t1 t2 t3 .	000 111 110 100 110 010	0 1 2 3 4 5 6
010 t6 t2 t7 t5 t5 .	010 111 111 101 101 101	0 1 2 3 4 5 6
101 t7 t3 t5 t6 t5 .	101 000 000 100 010 110	0 1 2 3 4 5 6
010 t6 t5 t6 t3 t7 .	010 111 111 110 010 001	0 1 2 3 4 5 6
001 t8 t1 t4 t4 t5 .	001 010 110 000 011 010	0 1 2 3 4 5 6
110 t3 t3 t7 t4 t4 .	110 010 011 010 111 101	0 1 2 3 4 5 6
110 t6 t3 t7 t4 t3 .	110 100 101 000 011 110	0 1 2 3 4 5 6
001 t5 t7 t2 t6 t5 .	001 001 100 110 100 000	0 1 2 3 4 5 6
111 t2 t4 t6 t1 t8 .	111 111 101 011 010 110	0 1 2 3 4 5 6
011 t5 t1 t4 t1 t7 .	011 010 110 000 011 010	0 1 2 3 4 5 6
000 t5 t3 t3 t7 t2 .	000 100 101 001 100 110	0 1 2 3 4 5 6
100 t8 t5 t4 t4 t5 .	100 101 101 110 000 100	0 1 2 3 4 5 6
110 t6 t3 t1 t6 t8 .	110 100 101 000 101 000	0 1 2 3 4 5 6
001 t4 t5 t7 t6 t3 .	001 100 000 111 110 010	0 1 2 3 4 5 6
100 t4 t5 t6 t2 t7 .	100 001 001 000 001 100	0 1 2 3 4 5 6
010 t4 t7 t4 t6 t5 .	010 111 101 110 100 000	0 1 2 3 4 5 6
000 t5 t8 t6 t2 t2 .	000 100 101 011 101 000	0 1 2 3 4 5 6
111 t3 t3 t6 t3 t8 .	111 111 111 110 010 110	0 1 2 3 4 5 6
000 t3 t4 t1 t8 t1 .	000 000 011 010 110 100	0 1 2 3 4 5 6
100 t2 t3 t2 t7 t1 .	100 110 010 011 010 110	0 1 2 3 4 5 6
111 t5 t6 t7 t4 t4 .	111 111 110 110 000 011	0 1 2 3 4 5 6
010 t1 t3 t4 t7 t2 .	010 110 010 111 101 000	0 1 2 3 4 5 6
000 t6 t4 t6 t1 t7 .	000 101 110 100 101 000	0 1 2 3 4 5 6
010 t8 t1 t4 t5 t6 .	010 110 100 001 001 000	0 1 2 3 4 5 6
101 t6 t2 t7 t3 t1 .	101 011 101 000 000 011	0 1 2 3 4 5 6
001 t4 t3 t2 t8 t2 .	001 100 101 000 011 101	0 1 2 3 4 5 6
110 t8 t3 t4 t3 t5 .	110 111 111 101 001 001	0 1 2 3 4 5 6
100 t4 t4 t2 t8 t2 .	100 001 100 110 111 111	0 1 2 3 4 5 6
101 t3 t8 t5 t5 t1 .	101 001 010 110 011 010	0 1 2 3 4 5 6
110 t8 t1 t2 t1 t5 .	110 111 111 111 111 111	0 1 2 3 4 5 6
011 t1 t3 t1 t4 t8 .	011 010 011 010 111 100	0 1 2 3 4 5 6
111 t3 t2 t6 t8 t2 .	111 111 111 110 111 111	0 1 2 3 4 5 6
110 t5 t8 t2 t1 t3 .	110 011 001 100 101 001	0 1 2 3 4 5 6
110 t4 t7 t6 t6 t1 .	110 000 111 110 100 101	0 1 2 3 4 5 6
011 t4 t1 t2 t7 t4 .	011 010 110 010 001 100	0 1 2 3 4 5 6
010 t2 t6 t5 t4 t7 .	010 011 001 001 100 011	0 1 2 3 4 5 6
011 t8 t5 t4 t4 t5 .	011 001 001 100 001 001	0 1 2 3 4 5 6
010 t6 t1 t4 t3 t7 .	010 111 111 101 001 100	0 1 2 3 4 5 6
001 t1 t2 t8 t3 t5 .	001 001 100 101 001 001	0 1 2 3 4 5 6
111 t4 t3 t2 t8 t2 .	111 101 001 100 101 000	0 1 2 3 4 5 6
110 t4 t4 t2 t8 t2 .	110 000 011 101 000 001	0 1 2 3 4 5 6
000 t3 t2 t1 t6 t8 .	000 000 001 001 000 011	0 1 2 3 4 5 6
010 t8 t5 t4 t1 t6 .	010 110 011 010 110 100	0 1 2 3 4 5 6
010 t2 t7 t4 t2 t4 .	010 011 010 111 111 101	0 1 2 3 4 5 6
000 t6 t5 t6 t3 t8 .	000 101 101 011 110 111	0 1 2 3 4 5 6
000 t6 t8 t6 t5 t3 .	000 101 000 101 101 001	0 1 2 3 4 5 6
100 t6 t4 t6 t1 t7 .	100 010 111 110 100 011	0 1 2 3 4 5 6
000 t2 t7 t5 t5 t3 .	000 001 100 000 100 101	0 1 2 3 4 5 6
110 t1 t2 t4 t1 t8 .	110 100 110 000 011 001	0 1 2 3 4 5 6
110 t4 t4 t7 t4 t3 .	110 000 011 010 111 111	0 1 2 3 4 5 6
100 t3 t3 t5 t8 t6 .	100 101 001 001 010 111	0 1 2 3 4 5 6
101 t2 t7 t1 t3 t2 .	101 000 111 111 111 111	0 1 2 3 4 5 6
011 t3 t5 t7 t1 t2 .	011 110 011 010 110 010	0 1 2 3 4 5 6
010 t8 t2 t1 t2 t2 .	010 110 010 110 010 011	0 1 2 3 4 5 6
010 t6 t1 t4 t2 t8 .	010 111 111 101 000 011	0 1 2 3 4 5 6
110 t1 t2 t6 t7 t6 .	110 100 110 100 011 001	0 1 2 3 4 5 6
101 t6 t8 t2 t2 t4 .	101 011 001 100 110 000	0 1 2 3 4 5 6
100 t6 t5 t4 t4 t7 .	100 010 110 000 011 010	0 1 2 3 4 5 6
011 t6 t4 t7 t6 t1 .	011 001 100 011 001 001	0 1 2 3 4 5 6
010 t2 t2 t1 t7 t6 .	010 011 101 000 111 110	0 1 2 3 4 5 6
011 t5 t8 t3 t4 t1 .	011 010 110 010 111 111	0 1 2 3 4 5 6
011 t7 t5 t4 t2 t1 .	011 010 110 000 001 001	0 1 2 3 4 5 6
001 t6 t3 t6 t7 t6 .	001 000 000 101 000 101	0 1 2 3 4 5 6
110 t1 t2 t2 t8 t5 .	110 100 110 010 110 011	0 1 2 3 4 5 6
001 t2 t1 t4 t4 t8 .	001 100 101 110 000 011	0 1 2 3 4 5 6
011 t7 t1 t3 t5 t5 .	011 010 110 010 110 011	0 1 2 3 4 5 6
011 t2 t8 t6 t2 t4 .	011 101 000 101 000 011	0 1 2 3 4 5 6
011 t4 t4 t1 t8 t4 .	011 010 111 111 100 001	0 1 2 3 4 5 6
001 t5 t8 t3 t2 t3 .	001 001 010 011 101 001	0 1 2 3 4 5 6
000 t7 t6 t5 t2 t4 .	000 111 110 011 101 110	0 1 2 3 4 5 6
001 t6 t2 t3 t8 t2 .	001 000 001 100 101 000	0 1 2 3 4 5 6
010 t8 t5 t6 t3 t5 .	010 110 011 001 100 000	0 1 2 3 4 5 6
000 t2 t1 t4 t7 t6 .	000 001 001 100 011 001	0 1 2 3 4 5 6
010 t8 t6 t5 t2 t3 .	010 110 100 000 001 100	0 1 2 3 4 5 6
111 t6 t2 t8 t6 t4 .	111 110 010 110 100 001	0 1 2 3 4 5 6
000 t4 t7 t3 t4 t3 .	000 011 010 011 010 011	0 1 2 3 4 5 6
101 t6 t7 t2 t1 t5 .	101 011 010 011 010 110	0 1 2 3 4 5 6
011 t8 t1 t2 t3 t3 .	011 001 001 100 101 001	0 1 2 3 4 5 6
000 t1 t5 t7 t2 t4 .	000 011 010 001 100 001	0 1 2 3 4 5 6
111 t5 t4 t1 t1 t7 .	111 111 101 000 011 010	0 1 2 3 4 5 6
000 t2 t4 t6 t1 t8 .	000 001 100 010 110 111	0 1 2 3 4 5 6
010 t1 t8 t4 t5 t6 .	010 110 111 101 101 011	0 1 2 3 4 5 6
110 t2 t2 t3 t8 t5 .	110 010 011 110 111 111	0 1 2 3 4 5 6
000 t7 t2 t3 t3 t4 .	000 111 111 111 111 101	0 1 2 3 4 5 6
101 t4 t5 t7 t6 t3 .	101 110 011 010 111 111	0 1 2 3 4 5 6
010 t5 t1 t8 t4 t4 .	010 110 100 101 110 000	0 1 2 3 4 5 6
010 t6 t5 t8 t6 t2 .	010 111 111 100 010 011	0 1 2 3 4 5 6
001 t5 t2 t3 t3 t7 .	001 001 100 101 001 100	0 1 2 3 4 5 6
011 t2 t8 t6 t3 t2 .	011 101 000 101 001 100	0 1 2 3 4 5 6
011 t4 t4 t1 t4 t7 .	011 010 111 111 101 000	0 1 2 3 4 5 6
101 t4 t7 t6 t5 t3 .	101 110 110 100 000 000	0 1 2 3 4 5 6
110 t4 t6 t2 t8 t5 .	110 000 101 000 011 010	0 1 2 3 4 5 6
111 t4 t4 t2 t8 t2 .	111 101 110 010 110 010	0 1 2 3 4 5 6
011 t6 t6 t3 t3 t7 .	011 001 000 000 000 111	0 1 2 3 4 5 6
000 t6 t5 t6 t7 t2 .	000 101 101 011 010 011	0 1 2 3 4 5 6
110 t2 t4 t8 t5 t1 .	110 010 111 100 000 011	0 1 2 3 4 5 6
101 t5 t5 t4 t8 t3 .	101 101 101 110 111 111	0 1 2 3 4 5 6
100 t5 t6 t4 t1 t7 .	100 000 101 110 100 011	0 1 2 3 4 5 6
010 t8 t4 t6 t3 t2 .	010 110 000 101 001 100	0 1 2 3 4 5 6
101 t5 t3 t7 t1 t4 .	101 101 001 100 101 110	0 1 2 3 4 5 6
101 t4 t8 t1 t4 t4 .	101 110 111 111 101 110	0 1 2 3 4 5 6
010 t7 t6 t2 t1 t5 .	010 001 000 001 001 001	0 1 2 3 4 5 6
110 t2 t3 t6 t8 t1 .	110 010 011 001 010 110	0 1 2 3 4 5 6
000 t1 t2 t6 t7 t6 .	000 011 101 011 010 111	0 1 2 3 4 5 6
100 t8 t5 t6 t3 t4 .	100 101 101 011 110 000	0 1 2 3 4 5 6
100 t2 t2 t3 t8 t5 .	100 110 010 011 001 001	0 1 2 3 4 5 6
010 t8 t1 t2 t4 t6 .	010 110 100 110 000 101	0 1 2 3 4 5 6
100 t1 t8 t2 t3 t2 .	100 101 000 001 100 110	0 1 2 3 4 5 6
000 t2 t1 t6 t7 t4 .	000 001 001 000 111 101	0 1 2 3 4 5 6
101 t1 t8 t4 t2 t2 .	101 000 011 010 011 101	0 1 2 3 4 5 6
011 t8 t1 t2 t2 t3 .	011 001 001 100 110 010	0 1 2 3 4 5 6
011 t4 t5 t4 t7 t1 .	011 010 110 000 111 111	0 1 2 3 4 5 6
000 t7 t5 t1 t2 t6 .	000 111 111 111 111 110	0 1 2 3 4 5 6
101 t8 t1 t6 t5 t5 .	101 000 011 001 001 001	0 1 2 3 4 5 6
101 t6 t2 t8 t1 t1 .	101 011 101 000 011 010	0 1 2 3 4 5 6
010 t5 t8 t2 t6 t2 .	010 110 111 111 110 010	0 1 2 3 4 5 6
010 t3 t7 t4 t4 t4 .	010 011 010 111 101 110	0 1 2 3 4 5 6
000 t6 t4 t7 t6 t3 .	000 101 110 110 100 101	0 1 2 3 4 5 6
010 t5 t2 t1 t7 t2 .	010 110 010 110 110 010	0 1 2 3 4 5 6
100 t5 t5 t8 t5 t1 .	100 000 100 101 101 000	0 1 2 3 4 5 6
000 t3 t2 t7 t6 t3 .	000 000 001 100 010 011	0 1 2 3 4 5 6
101 t3 t4 t7 t2 t4 .	101 001 100 011 101 110	0 1 2 3 4 5 6
100 t3 t5 t2 t7 t5 .	100 101 101 000 111 111	0 1 2 3 4 5 6
110 t6 t7 t2 t4 t5 .	110 100 011 101 110 011	0 1 2 3 4 5 6
111 t4 t3 t2 t3 t8 .	111 101 001 100 101 000	0 1 2 3 4 5 6
100 t5 t3 t4 t2 t7 .	100 000 000 011 101 000	0 1 2 3 4 5 6
011 t1 t2 t3 t5 t8 .	011 010 011 110 011 001	0 1 2 3 4 5 6
000 t1 t4 t6 t8 t4 .	000 011 010 111 100 001	0 1 2 3 4 5 6
111 t6 t6 t8 t3 t4 .	111 110 100 101 001 100	0 1 2 3 4 5 6
000 t5 t6 t7 t2 t6 .	000 100 010 001 100 010	0 1 2 3 4 5 6
000 t6 t3 t1 t6 t8 .	000 101 001 001 000 011	0 1 2 3 4 5 6
010 t8 t2 t6 t4 t2 .	010 110 010 111 101 000	0 1 2 3 4 5 6
110 t2 t1 t8 t4 t5 .	110 010 110 111 101 101	0 1 2 3 4 5 6
011 t8 t6 t2 t5 t3 .	011 001 000 001 001 100	0 1 2 3 4 5 6
010 t3 t6 t5 t8 t1 .	010 011 001 001 010 110	0 1 2 3 4 5 6
001 t4 t6 t2 t8 t5 .	001 100 010 011 001 001	0 1 2 3 4 5 6
111 t1 t3 t2 t6 t7 .	111 111 111 111 110 110	0 1 2 3 4 5 6
000 t2 t3 t5 t7 t6 .	000 001 100 000 111 110	0 1 2 3 4 5 6
010 t2 t7 t4 t1 t5 .	010 011 010 111 111 111	0 1 2 3 4 5 6
101 t6 t8 t5 t4 t1 .	101 011 001 001 100 101	0 1 2 3 4 5 6
110 t7 t6 t5 t2 t4 .	110 110 100 000 001 100	0 1 2 3 4 5 6
000 t3 t2 t4 t7 t5 .	000 000 001 100 011 010	0 1 2 3 4 5 6
110 t2 t8 t1 t2 t4 .	110 010 110 100 110 000	0 1 2 3 4 5 6
111 t6 t4 t3 t7 t2 .	111 110 000 000 111 111	0 1 2 3 4 5 6
000 t8 t4 t4 t2 t5 .	000 011 010 111 111 111	0 1 2 3 4 5 6
100 t6 t4 t3 t8 t3 .	100 010 111 111 100 101	0 1 2 3 4 5 6
110 t4 t4 t5 t8 t6 .	110 000 011 010 110 100	0 1 2 3 4 5 6
110 t4 t4 t8 t5 t4 .	110 000 011 001 001 100	0 1 2 3 4 5 6
100 t2 t1 t2 t4 t8 .	100 110 100 110 000 011	0 1 2 3 4 5 6
001 t6 t3 t3 t4 t7 .	001 000 000 000 011 010	0 1 2 3 4 5 6
001 t4 t6 t3 t4 t8 .	001 100 010 011 010 110	0 1 2 3 4 5 6
101 t3 t4 t1 t7 t3 .	101 001 100 101 000 000	0 1 2 3 4 5 6
001 t4 t1 t7 t5 t3 .	001 100 101 000 100 101	0 1 2 3 4 5 6
000 t5 t1 t8 t4 t4 .	000 100 101 000 011 010	0 1 2 3 4 5 6
000 t4 t5 t4 t4 t8 .	000 011 010 111 101 000	0 1 2 3 4 5 6
110 t3 t6 t7 t1 t3 .	110 010 111 101 000 000	0 1 2 3 4 5 6
000 t1 t6 t5 t2 t8 .	000 011 001 001 100 101	0 1 2 3 4 5 6
001 t7 t3 t5 t6 t5 .	001 100 101 101 011 010	0 1 2 3 4 5 6
111 t4 t8 t3 t1 t1 .	111 101 000 000 011 010	0 1 2 3 4 5 6
010 t1 t2 t7 t3 t6 .	010 110 010 001 100 010	0 1 2 3 4 5 6
111 t1 t7 t1 t5 t5 .	111 111 101 000 100 000	0 1 2 3 4 5 6
000 t7 t4 t3 t1 t6 .	000 111 101 001 001 000	0 1 2 3 4 5 6
110 t4 t8 t3 t1 t1 .	110 000 011 110 100 101	0 1 2 3 4 5 6
000 t4 t1 t8 t5 t5 .	000 011 010 110 011 010	0 1 2 3 4 5 6
010 t2 t8 t6 t2 t4 .	010 011 001 000 001 100	0 1 2 3 4 5 6
010 t2 t8 t6 t3 t2 .	010 011 001 000 000 001	0 1 2 3 4 5 6
100 t8 t3 t4 t4 t6 .	100 101 001 100 001 000	0 1 2 3 4 5 6
101 t2 t8 t2 t4 t3 .	101 000 011 101 110 010	0 1 2 3 4 5 6
111 t2 t5 t3 t7 t3 .	111 111 111 111 101 001	0 1 2 3 4 5 6
000 t5 t8 t2 t1 t3 .	000 100 101 000 011 110	0 1 2 3 4 5 6
100 t8 t6 t3 t5 t1 .	100 101 011 110 011 010	0 1 2 3 4 5 6
100 t6 t6 t6 t3 t8 .	100 010 111 110 010 110	0 1 2 3 4 5 6
100 t4 t1 t5 t8 t5 .	100 001 001 001 010 110	0 1 2 3 4 5 6
011 t8 t5 t5 t1 t3 .	011 001 001 001 001 100	0 1 2 3 4 5 6
101 t6 t4 t3 t8 t3 .	101 011 010 011 001 100	0 1 2 3 4 5 6
010 t2 t3 t1 t7 t5 .	010 011 110 100 011 010	0 1 2 3 4 5 6
000 t8 t1 t2 t2 t3 .	000 011 010 011 101 001	0 1 2 3 4 5 6
001 t6 t5 t6 t7 t2 .	001 000 100 010 001 100	0 1 2 3 4 5 6
100 t7 t5 t1 t2 t6 .	100 011 010 110 010 111	0 1 2 3 4 5 6
101 t5 t5 t3 t7 t1 .	101 101 101 001 100 101	0 1 2 3 4 5 6
100 t8 t1 t3 t6 t3 .	100 101 000 000 101 001	0 1 2 3 4 5 6
101 t8 t1 t2 t1 t5 .	101 000 011 101 000 100	0 1 2 3 4 5 6
010 t8 t4 t2 t5 t4 .	010 110 000 001 001 100	0 1 2 3 4 5 6
000 t8 t6 t2 t5 t3 .	000 011 001 100 000 000	0 1 2 3 4 5 6
001 t1 t6 t2 t7 t3 .	001 001 000 001 100 101	0 1 2 3 4 5 6
101 t8 t5 t4 t4 t5 .	101 000 100 001 100 000	0 1 2 3 4 5 6
000 t8 t5 t5 t2 t4 .	000 011 010 110 010 111	0 1 2 3 4 5 6
000 t3 t5 t2 t1 t8 .	000 000 100 110 100 101	0 1 2 3 4 5 6
011 t3 t3 t7 t6 t4 .	011 110 010 001 000 011	0 1 2 3 4 5 6
100 t8 t1 t2 t4 t6 .	100 101 000 001 100 010	0 1 2 3 4 5 6
101 t1 t5 t4 t8 t2 .	101 000 100 001 010 011	0 1 2 3 4 5 6
110 t6 t6 t4 t6 t7 .	110 100 010 111 110 110	0 1 2 3 4 5 6
010 t6 t1 t3 t8 t2 .	010 111 111 111 100 110	0 1 2 3 4 5 6
010 t4 t4 t2 t8 t2 .	010 111 101 000 011 101	0 1 2 3 4 5 6
000 t5 t2 t4 t1 t7 .	000 100 110 000 011 010	0 1 2 3 4 5 6
011 t4 t8 t5 t4 t2 .	011 010 110 011 010 011	0 1 2 3 4 5 6
111 t8 t5 t4 t4 t5 .	111 100 000 011 010 110	0 1 2 3 4 5 6
110 t7 t2 t5 t2 t6 .	110 110 010 110 010 111	0 1 2 3 4 5 6
001 t7 t1 t1 t5 t5 .	001 100 101 000 100 000	0 1 2 3 4 5 6
000 t3 t4 t4 t8 t4 .	000 000 011 010 110 000	0 1 2 3 4 5 6
010 t4 t7 t3 t4 t4 .	010 111 101 001 100 001	0 1 2 3 4 5 6
011 t8 t2 t6 t2 t2 .	011 001 100 010 011 101	0 1 2 3 4 5 6
100 t8 t3 t4 t3 t5 .	100 101 001 100 101 101	0 1 2 3 4 5 6
001 t1 t3 t2 t4 t8 .	001 001 100 110 000 011	0 1 2 3 4 5 6
110 t5 t6 t1 t7 t3 .	110 011 001 001 100 101	0 1 2 3 4 5 6
000 t1 t2 t6 t7 t4 .	000 011 101 011 010 111	0 1 2 3 4 5 6
111 t2 t7 t4 t1 t5 .	111 111 101 110 100 000	0 1 2 3 4 5 6
110 t6 t5 t6 t3 t8 .	110 100 000 101 001 010	0 1 2 3 4 5 6
100 t4 t7 t2 t3 t5 .	100 001 100 110 010 110	0 1 2 3 4 5 6
100 t3 t5 t7 t1 t2 .	100 101 101 000 011 101	0 1 2 3 4 5 6
011 t5 t2 t1 t6 t7 .	011 010 011 010 111 101	0 1 2 3 4 5 6
100 t7 t5 t1 t4 t6 .	100 011 010 110 000 101	0 1 2 3 4 5 6
010 t3 t2 t7 t4 t2 .	010 011 101 000 011 101	0 1 2 3 4 5 6
000 t4 t7 t4 t6 t5 .	000 011 010 111 110 011	0 1 2 3 4 5 6
101 t6 t1 t3 t1 t7 .	101 011 010 011 010 001	0 1 2 3 4 5 6
110 t3 t8 t2 t6 t2 .	110 010 110 010 111 111	0 1 2 3 4 5 6
111 t1 t5 t8 t5 t2 .	111 111 111 100 000 001	0 1 2 3 4 5 6
001 t1 t7 t6 t4 t1 .	001 001 100 010 111 111	0 1 2 3 4 5 6
110 t2 t5 t1 t7 t1 .	110 010 110 100 011 010	0 1 2 3 4 5 6
110 t3 t7 t3 t1 t3 .	110 010 001 100 101 001	0 1 2 3 4 5 6
101 t2 t7 t6 t4 t4 .	101 000 111 110 000 011	0 1 2 3 4 5 6
000 t8 t4 t6 t1 t4 .	000 011 010 111 111 101	0 1 2 3 4 5 6
110 t6 t7 t3 t5 t2 .	110 100 011 110 011 101	0 1 2 3 4 5 6
101 t5 t5 t4 t7 t5 .	101 101 101 110 110 011	0 1 2 3 4 5 6
111 t4 t1 t8 t3 t5 .	111 101 000 011 110 011	0 1 2 3 4 5 6
101 t1 t7 t1 t5 t5 .	101 000 111 111 111 111	0 1 2 3 4 5 6
011 t6 t1 t6 t7 t5 .	011 001 001 000 111 111	0 1 2 3 4 5 6
101 t5 t7 t2 t5 t4 .	101 101 000 001 001 100	0 1 2 3 4 5 6
001 t2 t1 t6 t8 t6 .	001 100 101 011 001 000	0 1 2 3 4 5 6
000 t3 t8 t6 t1 t6 .	000 000 011 001 001 000	0 1 2 3 4 5 6
001 t4 t1 t4 t7 t5 .	001 100 101 110 110 011	0 1 2 3 4 5 6
111 t6 t2 t3 t8 t2 .	111 110 010 011 001 100	0 1 2 3 4 5 6
100 t3 t3 t3 t7 t4 .	100 101 001 100 011 010	0 1 2 3 4 5 6
110 t6 t7 t2 t1 t4 .	110 100 011 101 000 011	0 1 2 3 4 5 6
100 t7 t1 t1 t5 t5 .	100 011 010 110 011 010	0 1 2 3 4 5 6
011 t8 t4 t2 t5 t4 .	011 001 100 110 011 010	0 1 2 3 4 5 6
010 t1 t3 t5 t7 t2 .	010 110 010 110 110 010	0 1 2 3 4 5 6
101 t1 t8 t5 t6 t4 .	101 000 011 010 111 101	0 1 2 3 4 5 6
101 t5 t6 t2 t8 t1 .	101 101 011 101 000 011	0 1 2 3 4 5 6
010 t2 t1 t2 t4 t8 .	010 011 010 011 010 110	0 1 2 3 4 5 6
101 t2 t1 t8 t4 t5 .	101 000 011 001 100 000	0 1 2 3 4 5 6
111 t4 t4 t4 t7 t6 .	111 101 110 000 111 110	0 1 2 3 4 5 6
101 t6 t7 t5 t2 t6 .	101 011 010 110 010 111	0 1 2 3 4 5 6
100 t4 t1 t2 t8 t5 .	100 001 001 100 101 101	0 1 2 3 4 5 6
000 t8 t6 t2 t3 t6 .	000 011 001 100 101 011	0 1 2 3 4 5 6
111 t2 t2 t3 t2 t7 .	111 111 111 111 111 101	0 1 2 3 4 5 6
010 t5 t6 t7 t2 t6 .	010 110 100 011 101 011	0 1 2 3 4 5 6
000 t5 t2 t8 t6 t5 .	000 100 110 111 110 011	0 1 2 3 4 5 6
110 t5 t7 t2 t6 t1 .	110 011 010 011 001 001	0 1 2 3 4 5 6
000 t6 t8 t5 t5 t1 .	000 101 000 100 000 011	0 1 2 3 4 5 6
101 t6 t2 t5 t1 t8 .	101 011 101 101 000 011	0 1 2 3 4 5 6
110 t6 t8 t1 t3 t5 .	110 100 101 000 000 100	0 1 2 3 4 5 6
110 t2 t4 t4 t1 t7 .	110 010 111 101 000 111	0 1 2 3 4 5 6
010 t1 t6 t7 t4 t4 .	010 110 100 011 010 111	0 1 2 3 4 5 6
100 t7 t6 t2 t5 t2 .	100 011 001 100 000 001	0 1 2 3 4 5 6
010 t3 t5 t2 t7 t5 .	010 011 010 011 010 110	0 1 2 3 4 5 6
101 t6 t2 t6 t8 t3 .	101 011 101 011 001 100	0 1 2 3 4 5 6
101 t5 t6 t8 t6 t2 .	101 101 011 001 000 001	0 1 2 3 4 5 6
100 t2 t7 t2 t2 t5 .	100 110 110 010 011 010	0 1 2 3 4 5 6
010 t2 t7 t2 t2 t5 .	010 011 010 011 101 101	0 1 2 3 4 5 6
011 t1 t2 t3 t7 t6 .	011 010 011 110 110 100	0 1 2 3 4 5 6
100 t8 t4 t5 t6 t1 .	100 101 110 011 001 001	0 1 2 3 4 5 6
101 t3 t8 t6 t1 t6 .	101 001 010 111 111 110	0 1 2 3 4 5 6
000 t1 t3 t1 t8 t6 .	000 011 110 100 101 011	0 1 2 3 4 5 6
101 t1 t7 t6 t5 t3 .	101 000 111 110 011 110	0 1 2 3 4 5 6
101 t6 t1 t8 t6 t1 .	101 011 010 110 100 101	0 1 2 3 4 5 6
110 t2 t1 t4 t7 t6 .	110 010 110 000 111 110	0 1 2 3 4 5 6
100 t4 t4 t4 t7 t6 .	100 001 100 001 100 010	0 1 2 3 4 5 6
